No,No Tebu,No Ruas,kode,Jarak,Panjang,Drata,Keliling,Berat,Brix,Kelas
98,101,1,118901,0.030024344,11.1,2.95,9.8,7.477477477,13,0
99,101,2,118902,0.093859886,12.5,2.8,8.9,6.24,16.6,1
100,101,3,118903,0.172842846,16.7,15.35,8.9,6.407185629,17.5,1
101,101,4,118904,0.250743846,12.1,2.7,8.8,6.363636364,18.5,1
102,101,5,118905,0.324587503,15.2,2.6,8.7,5.921052632,18.1,1
103,101,6,118906,0.393562348,10.3,2.9,8.5,5.922330097,18.2,1
104,101,7,118907,0.455504463,12.6,2.45,8.4,5.634920635,18,1
105,101,8,118908,0.512307276,8.4,2.45,7.9,5,17.3,1
106,101,9,118909,0.560724912,9.5,2.6,9.2,6.421052632,17.6,1
107,101,10,118910,0.612117933,9.5,2.7,8.9,6.526315789,16.8,1
108,101,11,118911,0.67324858,13.1,2.65,9,6.717557252,16.2,1
109,101,12,118912,0.735731674,10,2.6,8.9,6.1,15.8,0
110,101,13,118913,0.805788477,15.9,2.7,8.6,5.786163522,15.1,0
111,101,14,118914,0.875033811,9.7,2.6,8.7,5.87628866,14.2,0
112,101,15,118915,0.936164458,12.9,2.6,8.5,5.813953488,13.4,0
113,101,16,118916,1,10.7,2.45,8.1,5.23364486,13.1,0
114,102,1,119001,0.032,12,3.8,11.2,8.916666667,18.2,1
115,102,2,119002,0.0872,8.7,3.55,10.7,7.816091954,18.4,1
116,102,3,119003,0.1488,14.4,3.55,10.9,8.194444444,18.2,1
117,102,4,119004,0.2152,10.5,3.5,10.7,7.523809524,18.2,1
118,102,5,119005,0.283466667,15.1,3.45,10,7.086092715,19,1
119,102,6,119006,0.355733333,12,3.35,10.2,6.833333333,18,1
120,102,7,119007,0.425066667,14,3.3,9.8,6.357142857,18.3,1
121,102,8,119008,0.487466667,9.4,3.2,9.3,5.531914894,17.6,1
122,102,9,119009,0.541866667,11,2.95,8.6,4.909090909,17.8,1
123,102,10,119010,0.590133333,7.1,2.95,8.7,4.647887324,18.9,1
124,102,11,119011,0.634933333,9.7,2.9,8.5,4.432989691,18.1,1
125,102,12,119012,0.685866667,9.4,3,9.2,5.106382979,17.3,1
126,102,13,119013,0.7408,11.2,3.35,10,6.964285714,17,1
127,102,14,119014,0.793066667,8.4,3.3,9.7,6.30952381,16.1,1
128,102,15,119015,0.8464,11.6,3.25,9.7,6.120689655,15.8,0
129,102,16,119016,0.897333333,7.5,3.15,9,5.333333333,12.9,0
130,102,17,119017,0.9456,10.6,3.2,9.4,5.754716981,11.4,0
131,102,18,119018,1,9.8,3.25,9.3,5.612244898,11,0
132,103,1,119101,0.030006668,13.5,3.05,9.5,7.851851852,17,1
133,103,2,119102,0.082018226,9.9,2.9,9.3,7.070707071,18.1,1
134,103,3,119103,0.141364748,16.8,3,9,6.964285714,18.5,1
135,103,4,119104,0.203156257,11,2.95,9.2,7.181818182,18.9,1
136,103,5,119105,0.257612803,13.5,3.05,9.7,0.792592593,19.1,1
137,103,6,119106,0.304956657,7.8,3.05,9.8,7.820512821,17.7,1
138,103,7,119107,0.346743721,11,3.05,9.7,7.909090909,19.3,1
139,103,8,119108,0.387419427,7.3,2.95,9.7,7.534246575,17.8,1
140,103,9,119109,0.430095577,11.9,2.95,9.6,7.142857143,19,1
141,103,10,119110,0.472771727,7.3,2.85,9.5,7.260273973,18.9,1
142,103,11,119111,0.513669704,11.1,2.8,9.2,6.666666667,18.5,1
143,103,12,119112,0.553678595,6.9,2.9,8.8,6.666666667,18.3,1
144,103,13,119113,0.597243832,12.7,2.85,8.9,6.614173228,18.4,1
145,103,14,119114,0.643254056,8,2.85,9.3,6.875,16.2,1
146,103,15,119115,0.688819738,12.5,2.95,9.8,8.08,17.6,1
147,103,16,119116,0.741275839,11.1,3.05,9.5,7.477477477,15.9,0
148,103,17,119117,0.798844188,14.8,3.15,9.8,7.972972973,15.3,0
149,103,18,119118,0.851967104,9.1,2.95,9.8,7.692307692,14,0
150,103,19,119119,0.900866859,12.9,3,9.5,7.364341085,13.5,0
151,103,20,119120,0.949766615,9.1,2.95,9.4,6.043956044,12.9,0
152,103,21,119121,1,13.5,2.75,9.3,6.740740741,10.8,0
153,104,1,119201,0.042675159,13.4,2.55,8.4,5.671641791,13,0
154,104,2,119202,0.118789809,10.5,2.55,8.3,5.238095238,13,0
155,104,3,119203,0.193630573,13,2.45,8,5.076923077,14,0
156,104,4,119204,0.276433121,13,2.45,8,5.076923077,14,0
157,104,5,119205,0.344267516,8.3,2.45,8.3,5.180722892,16.2,1
158,104,6,119206,0.406369427,11.2,2.8,8.1,5.535714286,17.4,1
159,104,7,119207,0.467197452,7.9,2.65,9,6.329113924,18,1
160,104,8,119208,0.533757962,13,2.75,9,6.384615385,17.2,1
161,104,9,119209,0.603821656,9,2.6,9,6.333333333,16.6,1
162,104,10,119210,0.668789809,11.4,2.75,9,6.578947368,15.8,0
163,104,11,119211,0.733757962,9,2.75,8.5,6.222222222,16,1
164,104,12,119212,0.799681529,11.7,2.75,9.1,6.581196581,14,0
165,104,13,119213,0.864968153,8.8,2.7,9.1,6.477272727,18.2,1
166,104,14,119214,0.930573248,11.8,2.8,9,6.610169492,14.5,0
167,104,15,119215,1,10,2.75,8.9,6.3,12.9,0
168,105,1,119301,0.030123131,13.7,3.6,10.4,7.810218978,17.8,1
169,105,2,119302,0.078276165,8.2,3.6,10.4,7.682926829,18.1,1
170,105,3,119303,0.127308707,14.1,3.55,10.5,7.80141844,18.5,1
171,105,4,119304,0.182937555,11.2,3.55,10.3,7.142857143,18,1
172,105,5,119305,0.238126649,13.9,3.45,10.4,7.338129496,18.2,1
173,105,6,119306,0.285620053,7.7,3.5,10.4,7.402597403,17.9,1
174,105,7,119307,0.329815303,12.4,3.3,10.5,7.258064516,18.6,1
175,105,8,119308,0.375769569,8.5,3.3,10,6.705882353,18.4,1
176,105,9,119309,0.422163588,12.6,3.2,9.7,6.349206349,18.8,1
177,105,10,119310,0.469656992,9,3.1,9.4,6,18.7,1
178,105,11,119311,0.512313105,10.4,3.1,9.2,5.769230769,18.9,1
179,105,12,119312,0.550131926,6.8,3.15,8.8,5.882352941,18.5,1
180,105,13,119313,0.586851363,9.9,3.4,9.7,6.666666667,19.2,1
181,105,14,119314,0.623790677,6.9,3.35,10.2,6.956521739,18.9,1
182,105,15,119315,0.664028144,11.4,3.35,9.8,6.666666667,18,1
183,105,16,119316,0.715259455,11.9,3.25,9.6,6.554621849,17.9,1
184,105,17,119317,0.762532982,9.6,3.2,9.7,6.354166667,16.8,1
185,105,18,119318,0.808707124,11.4,3.35,9.9,6.403508772,16.4,1
186,105,19,119319,0.852462621,8.5,3.3,9.6,6.352941176,15.5,0
187,105,20,119320,0.899516271,12.9,3.15,9.7,6.666666667,14.2,0
188,105,21,119321,0.94876869,9.5,3.25,9.8,6.315789474,13.2,0
189,105,22,119322,1,13.8,3.15,9.3,5.869565217,12.9,0
